algorithm,base_algorithm,execution_type,threads,size,data_type,sample,time_ns,time_ms,sorted
QuickSortParallel,QuickSort,PARALLEL,8,500000,REVERSED,5,7686698,7.686698,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,REVERSED,5,6297515,6.297515,true
BubbleSortSerial,BubbleSort,SERIAL,1,1000,NEARLY_SORTED,1,391733,0.391733,true
BubbleSortParallel,BubbleSort,PARALLEL,2,1000,NEARLY_SORTED,1,6592831,6.592831,true
BubbleSortParallel,BubbleSort,PARALLEL,4,1000,NEARLY_SORTED,1,16929741,16.929741,true
BubbleSortParallel,BubbleSort,PARALLEL,8,1000,NEARLY_SORTED,1,42119206,42.119206,true
BubbleSortParallel,BubbleSort,PARALLEL,16,1000,NEARLY_SORTED,1,70219217,70.219217,true
BubbleSortSerial,BubbleSort,SERIAL,1,1000,NEARLY_SORTED,2,170671,0.170671,true
BubbleSortParallel,BubbleSort,PARALLEL,2,1000,NEARLY_SORTED,2,5598902,5.598902,true
BubbleSortParallel,BubbleSort,PARALLEL,4,1000,NEARLY_SORTED,2,14010236,14.010236,true
BubbleSortParallel,BubbleSort,PARALLEL,8,1000,NEARLY_SORTED,2,33445677,33.445677,true
BubbleSortParallel,BubbleSort,PARALLEL,16,1000,NEARLY_SORTED,2,135780143,135.780143,true
BubbleSortSerial,BubbleSort,SERIAL,1,1000,NEARLY_SORTED,3,363735,0.363735,true
BubbleSortParallel,BubbleSort,PARALLEL,2,1000,NEARLY_SORTED,3,8121402,8.121402,true
BubbleSortParallel,BubbleSort,PARALLEL,4,1000,NEARLY_SORTED,3,23710868,23.710868,true
BubbleSortParallel,BubbleSort,PARALLEL,8,1000,NEARLY_SORTED,3,46031529,46.031529,true
BubbleSortParallel,BubbleSort,PARALLEL,16,1000,NEARLY_SORTED,3,151027519,151.027519,true
BubbleSortSerial,BubbleSort,SERIAL,1,1000,NEARLY_SORTED,4,390003,0.390003,true
BubbleSortParallel,BubbleSort,PARALLEL,2,1000,NEARLY_SORTED,4,7358680,7.358680,true
BubbleSortParallel,BubbleSort,PARALLEL,4,1000,NEARLY_SORTED,4,16057882,16.057882,true
BubbleSortParallel,BubbleSort,PARALLEL,8,1000,NEARLY_SORTED,4,59267163,59.267163,true
BubbleSortParallel,BubbleSort,PARALLEL,16,1000,NEARLY_SORTED,4,117039308,117.039308,true
BubbleSortSerial,BubbleSort,SERIAL,1,1000,NEARLY_SORTED,5,337543,0.337543,true
BubbleSortParallel,BubbleSort,PARALLEL,2,1000,NEARLY_SORTED,5,7826467,7.826467,true
BubbleSortParallel,BubbleSort,PARALLEL,4,1000,NEARLY_SORTED,5,20189847,20.189847,true
BubbleSortParallel,BubbleSort,PARALLEL,8,1000,NEARLY_SORTED,5,54373309,54.373309,true
BubbleSortParallel,BubbleSort,PARALLEL,16,1000,NEARLY_SORTED,5,77565226,77.565226,true
BubbleSortSerial,BubbleSort,SERIAL,1,2000,NEARLY_SORTED,1,593730,0.593730,true
BubbleSortParallel,BubbleSort,PARALLEL,2,2000,NEARLY_SORTED,1,7223641,7.223641,true
BubbleSortParallel,BubbleSort,PARALLEL,4,2000,NEARLY_SORTED,1,26094855,26.094855,true
BubbleSortParallel,BubbleSort,PARALLEL,8,2000,NEARLY_SORTED,1,98326666,98.326666,true
BubbleSortParallel,BubbleSort,PARALLEL,16,2000,NEARLY_SORTED,1,230452116,230.452116,true
BubbleSortSerial,BubbleSort,SERIAL,1,2000,NEARLY_SORTED,2,1133881,1.133881,true
BubbleSortParallel,BubbleSort,PARALLEL,2,2000,NEARLY_SORTED,2,16423311,16.423311,true
BubbleSortParallel,BubbleSort,PARALLEL,4,2000,NEARLY_SORTED,2,40642695,40.642695,true
BubbleSortParallel,BubbleSort,PARALLEL,8,2000,NEARLY_SORTED,2,85308597,85.308597,true
BubbleSortParallel,BubbleSort,PARALLEL,16,2000,NEARLY_SORTED,2,256031694,256.031694,true
BubbleSortSerial,BubbleSort,SERIAL,1,2000,NEARLY_SORTED,3,2238182,2.238182,true
BubbleSortParallel,BubbleSort,PARALLEL,2,2000,NEARLY_SORTED,3,23427740,23.427740,true
BubbleSortParallel,BubbleSort,PARALLEL,4,2000,NEARLY_SORTED,3,46425488,46.425488,true
BubbleSortParallel,BubbleSort,PARALLEL,8,2000,NEARLY_SORTED,3,112142559,112.142559,true
BubbleSortParallel,BubbleSort,PARALLEL,16,2000,NEARLY_SORTED,3,212525104,212.525104,true
BubbleSortSerial,BubbleSort,SERIAL,1,2000,NEARLY_SORTED,4,1102634,1.102634,true
BubbleSortParallel,BubbleSort,PARALLEL,2,2000,NEARLY_SORTED,4,10757340,10.757340,true
BubbleSortParallel,BubbleSort,PARALLEL,4,2000,NEARLY_SORTED,4,38408404,38.408404,true
BubbleSortParallel,BubbleSort,PARALLEL,8,2000,NEARLY_SORTED,4,99166735,99.166735,true
BubbleSortParallel,BubbleSort,PARALLEL,16,2000,NEARLY_SORTED,4,211841480,211.841480,true
BubbleSortSerial,BubbleSort,SERIAL,1,2000,NEARLY_SORTED,5,1722416,1.722416,true
BubbleSortParallel,BubbleSort,PARALLEL,2,2000,NEARLY_SORTED,5,17296785,17.296785,true
BubbleSortParallel,BubbleSort,PARALLEL,4,2000,NEARLY_SORTED,5,42003662,42.003662,true
BubbleSortParallel,BubbleSort,PARALLEL,8,2000,NEARLY_SORTED,5,104901008,104.901008,true
BubbleSortParallel,BubbleSort,PARALLEL,16,2000,NEARLY_SORTED,5,243358590,243.358590,true
BubbleSortSerial,BubbleSort,SERIAL,1,5000,NEARLY_SORTED,1,7996710,7.996710,true
BubbleSortParallel,BubbleSort,PARALLEL,2,5000,NEARLY_SORTED,1,29299284,29.299284,true
BubbleSortParallel,BubbleSort,PARALLEL,4,5000,NEARLY_SORTED,1,47962236,47.962236,true
BubbleSortParallel,BubbleSort,PARALLEL,8,5000,NEARLY_SORTED,1,196929193,196.929193,true
BubbleSortParallel,BubbleSort,PARALLEL,16,5000,NEARLY_SORTED,1,574809017,574.809017,true
BubbleSortSerial,BubbleSort,SERIAL,1,5000,NEARLY_SORTED,2,8146837,8.146837,true
BubbleSortParallel,BubbleSort,PARALLEL,2,5000,NEARLY_SORTED,2,24400260,24.400260,true
BubbleSortParallel,BubbleSort,PARALLEL,4,5000,NEARLY_SORTED,2,53913302,53.913302,true
BubbleSortParallel,BubbleSort,PARALLEL,8,5000,NEARLY_SORTED,2,206529520,206.529520,true
BubbleSortParallel,BubbleSort,PARALLEL,16,5000,NEARLY_SORTED,2,672707808,672.707808,true
BubbleSortSerial,BubbleSort,SERIAL,1,5000,NEARLY_SORTED,3,9616095,9.616095,true
BubbleSortParallel,BubbleSort,PARALLEL,2,5000,NEARLY_SORTED,3,39250143,39.250143,true
BubbleSortParallel,BubbleSort,PARALLEL,4,5000,NEARLY_SORTED,3,117953264,117.953264,true
BubbleSortParallel,BubbleSort,PARALLEL,8,5000,NEARLY_SORTED,3,282147383,282.147383,true
BubbleSortParallel,BubbleSort,PARALLEL,16,5000,NEARLY_SORTED,3,602460438,602.460438,true
BubbleSortSerial,BubbleSort,SERIAL,1,5000,NEARLY_SORTED,4,5984571,5.984571,true
BubbleSortParallel,BubbleSort,PARALLEL,2,5000,NEARLY_SORTED,4,23788938,23.788938,true
BubbleSortParallel,BubbleSort,PARALLEL,4,5000,NEARLY_SORTED,4,55860744,55.860744,true
BubbleSortParallel,BubbleSort,PARALLEL,8,5000,NEARLY_SORTED,4,195357116,195.357116,true
BubbleSortParallel,BubbleSort,PARALLEL,16,5000,NEARLY_SORTED,4,619078672,619.078672,true
BubbleSortSerial,BubbleSort,SERIAL,1,5000,NEARLY_SORTED,5,8234922,8.234922,true
BubbleSortParallel,BubbleSort,PARALLEL,2,5000,NEARLY_SORTED,5,23897493,23.897493,true
BubbleSortParallel,BubbleSort,PARALLEL,4,5000,NEARLY_SORTED,5,69523465,69.523465,true
BubbleSortParallel,BubbleSort,PARALLEL,8,5000,NEARLY_SORTED,5,221412619,221.412619,true
BubbleSortParallel,BubbleSort,PARALLEL,16,5000,NEARLY_SORTED,5,582263395,582.263395,true
BubbleSortSerial,BubbleSort,SERIAL,1,10000,NEARLY_SORTED,1,23353542,23.353542,true
BubbleSortParallel,BubbleSort,PARALLEL,2,10000,NEARLY_SORTED,1,70500793,70.500793,true
BubbleSortParallel,BubbleSort,PARALLEL,4,10000,NEARLY_SORTED,1,135122280,135.122280,true
BubbleSortParallel,BubbleSort,PARALLEL,8,10000,NEARLY_SORTED,1,428091940,428.091940,true
BubbleSortParallel,BubbleSort,PARALLEL,16,10000,NEARLY_SORTED,1,1249035946,1249.035946,true
BubbleSortSerial,BubbleSort,SERIAL,1,10000,NEARLY_SORTED,2,22664484,22.664484,true
BubbleSortParallel,BubbleSort,PARALLEL,2,10000,NEARLY_SORTED,2,54296504,54.296504,true
BubbleSortParallel,BubbleSort,PARALLEL,4,10000,NEARLY_SORTED,2,246030844,246.030844,true
BubbleSortParallel,BubbleSort,PARALLEL,8,10000,NEARLY_SORTED,2,526000618,526.000618,true
BubbleSortParallel,BubbleSort,PARALLEL,16,10000,NEARLY_SORTED,2,1151869278,1151.869278,true
BubbleSortSerial,BubbleSort,SERIAL,1,10000,NEARLY_SORTED,3,20784162,20.784162,true
BubbleSortParallel,BubbleSort,PARALLEL,2,10000,NEARLY_SORTED,3,72545291,72.545291,true
BubbleSortParallel,BubbleSort,PARALLEL,4,10000,NEARLY_SORTED,3,166752941,166.752941,true
BubbleSortParallel,BubbleSort,PARALLEL,8,10000,NEARLY_SORTED,3,350862512,350.862512,true
BubbleSortParallel,BubbleSort,PARALLEL,16,10000,NEARLY_SORTED,3,1220366811,1220.366811,true
BubbleSortSerial,BubbleSort,SERIAL,1,10000,NEARLY_SORTED,4,25308368,25.308368,true
BubbleSortParallel,BubbleSort,PARALLEL,2,10000,NEARLY_SORTED,4,51401931,51.401931,true
BubbleSortParallel,BubbleSort,PARALLEL,4,10000,NEARLY_SORTED,4,177631835,177.631835,true
BubbleSortParallel,BubbleSort,PARALLEL,8,10000,NEARLY_SORTED,4,330891199,330.891199,true
BubbleSortParallel,BubbleSort,PARALLEL,16,10000,NEARLY_SORTED,4,1105303010,1105.303010,true
BubbleSortSerial,BubbleSort,SERIAL,1,10000,NEARLY_SORTED,5,26708180,26.708180,true
BubbleSortParallel,BubbleSort,PARALLEL,2,10000,NEARLY_SORTED,5,58602237,58.602237,true
BubbleSortParallel,BubbleSort,PARALLEL,4,10000,NEARLY_SORTED,5,100084059,100.084059,true
BubbleSortParallel,BubbleSort,PARALLEL,8,10000,NEARLY_SORTED,5,518110167,518.110167,true
BubbleSortParallel,BubbleSort,PARALLEL,16,10000,NEARLY_SORTED,5,1234846752,1234.846752,true
SelectionSortSerial,SelectionSort,SERIAL,1,1000,NEARLY_SORTED,1,233657,0.233657,true
SelectionSortParallel,SelectionSort,PARALLEL,2,1000,NEARLY_SORTED,1,7333107,7.333107,true
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,NEARLY_SORTED,1,8479027,8.479027,true
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,NEARLY_SORTED,1,7639355,7.639355,true
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,NEARLY_SORTED,1,13428662,13.428662,true
SelectionSortSerial,SelectionSort,SERIAL,1,1000,NEARLY_SORTED,2,307510,0.307510,true
SelectionSortParallel,SelectionSort,PARALLEL,2,1000,NEARLY_SORTED,2,12675737,12.675737,true
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,NEARLY_SORTED,2,14554448,14.554448,true
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,NEARLY_SORTED,2,16386625,16.386625,true
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,NEARLY_SORTED,2,24115174,24.115174,true
SelectionSortSerial,SelectionSort,SERIAL,1,1000,NEARLY_SORTED,3,546371,0.546371,true
SelectionSortParallel,SelectionSort,PARALLEL,2,1000,NEARLY_SORTED,3,16242425,16.242425,true
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,NEARLY_SORTED,3,9583577,9.583577,true
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,NEARLY_SORTED,3,18855070,18.855070,true
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,NEARLY_SORTED,3,21643073,21.643073,true
SelectionSortSerial,SelectionSort,SERIAL,1,1000,NEARLY_SORTED,4,484246,0.484246,true
SelectionSortParallel,SelectionSort,PARALLEL,2,1000,NEARLY_SORTED,4,20696876,20.696876,true
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,NEARLY_SORTED,4,16833480,16.833480,true
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,NEARLY_SORTED,4,20917096,20.917096,true
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,NEARLY_SORTED,4,32926754,32.926754,true
SelectionSortSerial,SelectionSort,SERIAL,1,1000,NEARLY_SORTED,5,703699,0.703699,true
SelectionSortParallel,SelectionSort,PARALLEL,2,1000,NEARLY_SORTED,5,20203862,20.203862,true
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,NEARLY_SORTED,5,17595895,17.595895,true
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,NEARLY_SORTED,5,19999651,19.999651,true
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,NEARLY_SORTED,5,25123573,25.123573,true
SelectionSortSerial,SelectionSort,SERIAL,1,2000,NEARLY_SORTED,1,1692488,1.692488,true
SelectionSortParallel,SelectionSort,PARALLEL,2,2000,NEARLY_SORTED,1,37346599,37.346599,true
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,NEARLY_SORTED,1,32689921,32.689921,true
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,NEARLY_SORTED,1,34663221,34.663221,true
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,NEARLY_SORTED,1,65561464,65.561464,true
SelectionSortSerial,SelectionSort,SERIAL,1,2000,NEARLY_SORTED,2,1883930,1.883930,true
SelectionSortParallel,SelectionSort,PARALLEL,2,2000,NEARLY_SORTED,2,26284954,26.284954,true
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,NEARLY_SORTED,2,67824544,67.824544,true
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,NEARLY_SORTED,2,35140351,35.140351,true
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,NEARLY_SORTED,2,37200432,37.200432,true
SelectionSortSerial,SelectionSort,SERIAL,1,2000,NEARLY_SORTED,3,799422,0.799422,true
SelectionSortParallel,SelectionSort,PARALLEL,2,2000,NEARLY_SORTED,3,14133707,14.133707,true
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,NEARLY_SORTED,3,14199378,14.199378,true
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,NEARLY_SORTED,3,22169421,22.169421,true
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,NEARLY_SORTED,3,43282414,43.282414,true
SelectionSortSerial,SelectionSort,SERIAL,1,2000,NEARLY_SORTED,4,1647269,1.647269,true
SelectionSortParallel,SelectionSort,PARALLEL,2,2000,NEARLY_SORTED,4,19664797,19.664797,true
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,NEARLY_SORTED,4,22726629,22.726629,true
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,NEARLY_SORTED,4,40973355,40.973355,true
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,NEARLY_SORTED,4,62355089,62.355089,true
SelectionSortSerial,SelectionSort,SERIAL,1,2000,NEARLY_SORTED,5,1646687,1.646687,true
SelectionSortParallel,SelectionSort,PARALLEL,2,2000,NEARLY_SORTED,5,29933011,29.933011,true
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,NEARLY_SORTED,5,27911730,27.911730,true
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,NEARLY_SORTED,5,27272710,27.272710,true
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,NEARLY_SORTED,5,25989734,25.989734,true
SelectionSortSerial,SelectionSort,SERIAL,1,5000,NEARLY_SORTED,1,7377286,7.377286,true
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,NEARLY_SORTED,1,67616153,67.616153,true
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,NEARLY_SORTED,1,48666145,48.666145,true
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,NEARLY_SORTED,1,50996995,50.996995,true
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,NEARLY_SORTED,1,70996736,70.996736,true
SelectionSortSerial,SelectionSort,SERIAL,1,5000,NEARLY_SORTED,2,4640381,4.640381,true
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,NEARLY_SORTED,2,41898810,41.898810,true
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,NEARLY_SORTED,2,54423069,54.423069,true
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,NEARLY_SORTED,2,56514008,56.514008,true
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,NEARLY_SORTED,2,85107768,85.107768,true
SelectionSortSerial,SelectionSort,SERIAL,1,5000,NEARLY_SORTED,3,7065285,7.065285,true
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,NEARLY_SORTED,3,39553942,39.553942,true
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,NEARLY_SORTED,3,37605409,37.605409,true
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,NEARLY_SORTED,3,48321006,48.321006,true
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,NEARLY_SORTED,3,64832211,64.832211,true
SelectionSortSerial,SelectionSort,SERIAL,1,5000,NEARLY_SORTED,4,4699552,4.699552,true
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,NEARLY_SORTED,4,46174215,46.174215,true
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,NEARLY_SORTED,4,39937806,39.937806,true
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,NEARLY_SORTED,4,44486961,44.486961,true
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,NEARLY_SORTED,4,60549251,60.549251,true
SelectionSortSerial,SelectionSort,SERIAL,1,5000,NEARLY_SORTED,5,4641467,4.641467,true
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,NEARLY_SORTED,5,38937255,38.937255,true
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,NEARLY_SORTED,5,71348546,71.348546,true
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,NEARLY_SORTED,5,76595865,76.595865,true
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,NEARLY_SORTED,5,139317183,139.317183,true
SelectionSortSerial,SelectionSort,SERIAL,1,10000,NEARLY_SORTED,1,24806221,24.806221,true
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,NEARLY_SORTED,1,103976024,103.976024,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,NEARLY_SORTED,1,101151718,101.151718,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,NEARLY_SORTED,1,179017022,179.017022,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,NEARLY_SORTED,1,178282413,178.282413,true
SelectionSortSerial,SelectionSort,SERIAL,1,10000,NEARLY_SORTED,2,18782481,18.782481,true
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,NEARLY_SORTED,2,82757939,82.757939,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,NEARLY_SORTED,2,97764399,97.764399,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,NEARLY_SORTED,2,140368278,140.368278,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,NEARLY_SORTED,2,177224592,177.224592,true
SelectionSortSerial,SelectionSort,SERIAL,1,10000,NEARLY_SORTED,3,18589172,18.589172,true
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,NEARLY_SORTED,3,102533295,102.533295,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,NEARLY_SORTED,3,103057927,103.057927,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,NEARLY_SORTED,3,131675746,131.675746,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,NEARLY_SORTED,3,238602319,238.602319,true
SelectionSortSerial,SelectionSort,SERIAL,1,10000,NEARLY_SORTED,4,26432215,26.432215,true
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,NEARLY_SORTED,4,92199171,92.199171,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,NEARLY_SORTED,4,103639572,103.639572,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,NEARLY_SORTED,4,102284191,102.284191,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,NEARLY_SORTED,4,158271722,158.271722,true
SelectionSortSerial,SelectionSort,SERIAL,1,10000,NEARLY_SORTED,5,19770210,19.770210,true
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,NEARLY_SORTED,5,77442127,77.442127,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,NEARLY_SORTED,5,104034726,104.034726,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,NEARLY_SORTED,5,120065605,120.065605,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,NEARLY_SORTED,5,185507765,185.507765,true
MergeSortSerial,MergeSort,SERIAL,1,10000,NEARLY_SORTED,1,812181,0.812181,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,NEARLY_SORTED,1,1134140,1.134140,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,NEARLY_SORTED,1,1322040,1.322040,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,NEARLY_SORTED,1,870227,0.870227,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,NEARLY_SORTED,1,1016676,1.016676,true
MergeSortSerial,MergeSort,SERIAL,1,10000,NEARLY_SORTED,2,760524,0.760524,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,NEARLY_SORTED,2,1238806,1.238806,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,NEARLY_SORTED,2,1380980,1.380980,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,NEARLY_SORTED,2,1117923,1.117923,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,NEARLY_SORTED,2,1381372,1.381372,true
MergeSortSerial,MergeSort,SERIAL,1,10000,NEARLY_SORTED,3,724948,0.724948,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,NEARLY_SORTED,3,1123306,1.123306,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,NEARLY_SORTED,3,1154679,1.154679,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,NEARLY_SORTED,3,1190535,1.190535,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,NEARLY_SORTED,3,1030257,1.030257,true
MergeSortSerial,MergeSort,SERIAL,1,10000,NEARLY_SORTED,4,721437,0.721437,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,NEARLY_SORTED,4,905666,0.905666,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,NEARLY_SORTED,4,858201,0.858201,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,NEARLY_SORTED,4,830037,0.830037,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,NEARLY_SORTED,4,723870,0.723870,true
MergeSortSerial,MergeSort,SERIAL,1,10000,NEARLY_SORTED,5,708567,0.708567,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,NEARLY_SORTED,5,1252233,1.252233,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,NEARLY_SORTED,5,626438,0.626438,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,NEARLY_SORTED,5,899712,0.899712,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,NEARLY_SORTED,5,1181382,1.181382,true
MergeSortSerial,MergeSort,SERIAL,1,50000,NEARLY_SORTED,1,3290810,3.290810,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,NEARLY_SORTED,1,2031556,2.031556,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,NEARLY_SORTED,1,2157632,2.157632,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,NEARLY_SORTED,1,1964260,1.964260,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,NEARLY_SORTED,1,17725122,17.725122,true
MergeSortSerial,MergeSort,SERIAL,1,50000,NEARLY_SORTED,2,2367890,2.367890,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,NEARLY_SORTED,2,1597108,1.597108,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,NEARLY_SORTED,2,1313767,1.313767,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,NEARLY_SORTED,2,1093379,1.093379,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,NEARLY_SORTED,2,1636381,1.636381,true
MergeSortSerial,MergeSort,SERIAL,1,50000,NEARLY_SORTED,3,2913238,2.913238,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,NEARLY_SORTED,3,1758791,1.758791,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,NEARLY_SORTED,3,1154929,1.154929,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,NEARLY_SORTED,3,1744434,1.744434,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,NEARLY_SORTED,3,1869257,1.869257,true
MergeSortSerial,MergeSort,SERIAL,1,50000,NEARLY_SORTED,4,2653930,2.653930,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,NEARLY_SORTED,4,2810857,2.810857,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,NEARLY_SORTED,4,1913838,1.913838,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,NEARLY_SORTED,4,1708447,1.708447,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,NEARLY_SORTED,4,2448288,2.448288,true
MergeSortSerial,MergeSort,SERIAL,1,50000,NEARLY_SORTED,5,3074865,3.074865,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,NEARLY_SORTED,5,1991872,1.991872,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,NEARLY_SORTED,5,2154764,2.154764,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,NEARLY_SORTED,5,1531056,1.531056,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,NEARLY_SORTED,5,2095687,2.095687,true
MergeSortSerial,MergeSort,SERIAL,1,100000,NEARLY_SORTED,1,6027407,6.027407,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,NEARLY_SORTED,1,2472741,2.472741,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,NEARLY_SORTED,1,2362369,2.362369,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,NEARLY_SORTED,1,2673638,2.673638,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,NEARLY_SORTED,1,3186520,3.186520,true
MergeSortSerial,MergeSort,SERIAL,1,100000,NEARLY_SORTED,2,5400104,5.400104,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,NEARLY_SORTED,2,3184075,3.184075,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,NEARLY_SORTED,2,1967325,1.967325,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,NEARLY_SORTED,2,1744280,1.744280,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,NEARLY_SORTED,2,1894040,1.894040,true
MergeSortSerial,MergeSort,SERIAL,1,100000,NEARLY_SORTED,3,4505105,4.505105,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,NEARLY_SORTED,3,4447738,4.447738,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,NEARLY_SORTED,3,3038929,3.038929,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,NEARLY_SORTED,3,2511244,2.511244,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,NEARLY_SORTED,3,2417142,2.417142,true
