algorithm,base_algorithm,execution_type,threads,size,data_type,mean_time_ms_parallel,std_time_ms,samples,mean_time_ms_serial,speedup,efficiency
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,RANDOM,35.112131999999995,1.9275459165280615,5,5.4417884,0.15498313802192362,0.07749156901096181
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,REVERSED,38.7552748,6.331468793555424,5,6.409727200000001,0.16538980133873288,0.08269490066936644
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,SORTED,40.946039400000004,5.181018834984225,5,6.1331114,0.14978521707767417,0.07489260853883709
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,NEARLY_SORTED,91.78171119999999,11.742276518031591,5,21.6760598,0.23616970654171027,0.11808485327085513
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,RANDOM,82.7629552,9.51453995352919,5,20.306146599999998,0.24535308763358415,0.12267654381679208
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,REVERSED,91.7095636,11.678651543007884,5,24.7163312,0.2695065839349387,0.13475329196746935
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,SORTED,75.616976,4.512658035718144,5,20.091458,0.26570036336814107,0.13285018168407053
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,NEARLY_SORTED,13.409285399999998,4.1685638604476605,5,0.4550966000000001,0.0339389151937955,0.008484728798448875
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,RANDOM,11.1762738,3.227076281371376,5,1.1870564,0.10621217959066105,0.026553044897665263
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,REVERSED,12.911021999999999,3.7579764601010996,5,0.5362794,0.04153655690463543,0.010384139226158858
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,SORTED,13.7496746,3.375429504500176,5,0.5384359999999999,0.039159908555217726,0.009789977138804432
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,NEARLY_SORTED,33.0704404,20.60167611765995,5,1.5339592,0.046384601518642,0.0115961503796605
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,RANDOM,15.8548216,1.9348746305631275,5,1.2032536,0.07589196714770982,0.018972991786927455
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,REVERSED,26.148242600000003,7.034816174021521,5,1.7443716000000002,0.06671085421243568,0.01667771355310892
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,SORTED,15.139334600000002,1.930508272254822,5,1.3710216000000002,0.090560228452841,0.02264005711321025
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,NEARLY_SORTED,50.396195,13.520280198785581,5,5.6847942,0.11280205182157105,0.028200512955392762
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,RANDOM,43.4619608,9.053656013541309,5,5.4417884,0.12520807390724076,0.03130201847681019
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,REVERSED,47.3361784,8.369689484826708,5,6.409727200000001,0.1354086328185716,0.0338521582046429
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,SORTED,49.61832819999999,11.400812644102444,5,6.1331114,0.1236057646940229,0.030901441173505725
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,NEARLY_SORTED,101.9296684,2.577919766426089,5,21.6760598,0.2126570226338537,0.05316425565846342
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,RANDOM,85.9041374,5.056089181934028,5,20.306146599999998,0.23638147375192664,0.05909536843798166
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,REVERSED,110.27977539999999,21.32618675296724,5,24.7163312,0.22412388046992704,0.05603097011748176
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,SORTED,84.2940906,4.565200121846778,5,20.091458,0.23834954333085834,0.059587385832714584
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,NEARLY_SORTED,16.7595594,5.37335270561884,5,0.4550966000000001,0.027154448940942925,0.0033943061176178657
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,RANDOM,13.4813094,3.69772921081551,5,1.1870564,0.08805201073420953,0.01100650134177619
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,REVERSED,16.384836999999997,3.791155387600527,5,0.5362794,0.03273022490245097,0.004091278112806371
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,SORTED,14.0775296,4.189101570169109,5,0.5384359999999999,0.03824790395042039,0.0047809879938025485
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,NEARLY_SORTED,32.0438116,7.356181200051001,5,1.5339592,0.04787068464726587,0.005983835580908234
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,RANDOM,23.0953416,4.1439524947192385,5,1.2032536,0.05209940692109096,0.00651242586513637
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,REVERSED,34.7109654,9.251606225855232,5,1.7443716000000002,0.050254194312901485,0.006281774289112686
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,SORTED,31.030447200000005,14.213591694409095,5,1.3710216000000002,0.044183108002388054,0.005522888500298507
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,NEARLY_SORTED,55.382966999999994,12.640186762904518,5,5.6847942,0.10264517247694585,0.012830646559618231
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,RANDOM,68.331624,11.109151010415584,5,5.4417884,0.07963791991830897,0.009954739989788621
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,REVERSED,70.34351840000001,19.58093046671563,5,6.409727200000001,0.09112036681975237,0.011390045852469046
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,SORTED,55.903323,14.783063747712989,5,6.1331114,0.10970924572766452,0.013713655715958065
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,NEARLY_SORTED,134.6821684,28.59292975108095,5,21.6760598,0.16094231372651407,0.02011778921581426
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,RANDOM,118.8235944,15.877441789883289,5,20.306146599999998,0.17089321950355002,0.021361652437943753
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,REVERSED,148.7778152,28.847312298047726,5,24.7163312,0.1661291447705034,0.020766143096312924
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,SORTED,107.48781060000002,10.432779594888641,5,20.091458,0.18691847836372244,0.023364809795465305
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,NEARLY_SORTED,23.4474472,7.013279142504504,5,0.4550966000000001,0.019409217392330883,0.0012130760870206802
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,RANDOM,18.1399692,5.012583274520055,5,1.1870564,0.06543872191359619,0.004089920119599762
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,REVERSED,24.120727199999997,2.81959821441233,5,0.5362794,0.02223313565770107,0.0013895709786063168
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,SORTED,17.868902400000003,2.5579806380872605,5,0.5384359999999999,0.030132572664340024,0.0018832857915212515
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,NEARLY_SORTED,46.877826600000006,16.819002113440437,5,1.5339592,0.03272248974102395,0.002045155608813997
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,RANDOM,30.137091400000003,8.736970669782423,5,1.2032536,0.03992600294532736,0.00249537518408296
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,REVERSED,37.763516800000005,9.827402715689567,5,1.7443716000000002,0.04619197966223315,0.002886998728889572
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,SORTED,32.5362692,9.355715248015121,5,1.3710216000000002,0.04213825474495399,0.002633640921559624
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,NEARLY_SORTED,84.1606298,32.20060369697007,5,5.6847942,0.06754695412224684,0.004221684632640428
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,RANDOM,83.2509726,16.758699890158343,5,5.4417884,0.06536606396355783,0.0040853789977223645
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,REVERSED,101.4668648,27.681160687268587,5,6.409727200000001,0.06317064405837443,0.003948165253648402
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,SORTED,81.3381286,30.049200598351437,5,6.1331114,0.0754026617720831,0.004712666360755194
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,NEARLY_SORTED,187.5777622,30.249900525408997,5,21.6760598,0.11555772681032657,0.007222357925645411
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,RANDOM,173.6520248,21.07144052882872,5,20.306146599999998,0.11693584698126709,0.007308490436329193
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,REVERSED,193.61705899999998,51.7192861676802,5,24.7163312,0.1276557516556431,0.007978484478477694
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,SORTED,150.9432802,16.872697108981612,5,20.091458,0.13310601156526344,0.008319125722828965
