algorithm,base_algorithm,execution_type,threads,size,data_type,mean_time_ms,std_time_ms,samples
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,NEARLY_SORTED,50.396195,13.520280198785581,5
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,RANDOM,43.4619608,9.053656013541309,5
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,REVERSED,47.3361784,8.369689484826708,5
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,SORTED,49.61832819999999,11.400812644102444,5
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,NEARLY_SORTED,101.9296684,2.577919766426089,5
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,RANDOM,85.9041374,5.056089181934028,5
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,REVERSED,110.27977539999999,21.32618675296724,5
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,SORTED,84.2940906,4.565200121846778,5
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,NEARLY_SORTED,16.7595594,5.37335270561884,5
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,RANDOM,13.4813094,3.69772921081551,5
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,REVERSED,16.384836999999997,3.791155387600527,5
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,SORTED,14.0775296,4.189101570169109,5
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,NEARLY_SORTED,32.0438116,7.356181200051001,5
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,RANDOM,23.0953416,4.1439524947192385,5
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,REVERSED,34.7109654,9.251606225855232,5
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,SORTED,31.030447200000005,14.213591694409095,5
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,NEARLY_SORTED,55.382966999999994,12.640186762904518,5
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,RANDOM,68.331624,11.109151010415584,5
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,REVERSED,70.34351840000001,19.58093046671563,5
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,SORTED,55.903323,14.783063747712989,5
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,NEARLY_SORTED,134.6821684,28.59292975108095,5
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,RANDOM,118.8235944,15.877441789883289,5
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,REVERSED,148.7778152,28.847312298047726,5
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,SORTED,107.48781060000002,10.432779594888641,5
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,NEARLY_SORTED,23.4474472,7.013279142504504,5
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,RANDOM,18.1399692,5.012583274520055,5
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,REVERSED,24.120727199999997,2.81959821441233,5
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,SORTED,17.868902400000003,2.5579806380872605,5
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,NEARLY_SORTED,46.877826600000006,16.819002113440437,5
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,RANDOM,30.137091400000003,8.736970669782423,5
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,REVERSED,37.763516800000005,9.827402715689567,5
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,SORTED,32.5362692,9.355715248015121,5
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,NEARLY_SORTED,84.1606298,32.20060369697007,5
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,RANDOM,83.2509726,16.758699890158343,5
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,REVERSED,101.4668648,27.681160687268587,5
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,SORTED,81.3381286,30.049200598351437,5
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,NEARLY_SORTED,187.5777622,30.249900525408997,5
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,RANDOM,173.6520248,21.07144052882872,5
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,REVERSED,193.61705899999998,51.7192861676802,5
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,SORTED,150.9432802,16.872697108981612,5
SelectionSortSerial,SelectionSort,SERIAL,1,1000,NEARLY_SORTED,0.4550966000000001,0.18828247253076957,5
SelectionSortSerial,SelectionSort,SERIAL,1,1000,RANDOM,1.1870564,1.8544757830625074,5
SelectionSortSerial,SelectionSort,SERIAL,1,1000,REVERSED,0.5362794,0.04115478378997998,5
SelectionSortSerial,SelectionSort,SERIAL,1,1000,SORTED,0.5384359999999999,0.1256543343920137,5
SelectionSortSerial,SelectionSort,SERIAL,1,2000,NEARLY_SORTED,1.5339592,0.42210854857927255,5
SelectionSortSerial,SelectionSort,SERIAL,1,2000,RANDOM,1.2032536,0.5911740502384217,5
SelectionSortSerial,SelectionSort,SERIAL,1,2000,REVERSED,1.7443716000000002,1.1273772690505164,5
SelectionSortSerial,SelectionSort,SERIAL,1,2000,SORTED,1.3710216000000002,0.8322857391234696,5
SelectionSortSerial,SelectionSort,SERIAL,1,5000,NEARLY_SORTED,5.6847942,1.4071528091510532,5
SelectionSortSerial,SelectionSort,SERIAL,1,5000,RANDOM,5.4417884,0.8410425000749369,5
SelectionSortSerial,SelectionSort,SERIAL,1,5000,REVERSED,6.409727200000001,1.5432474852871785,5
SelectionSortSerial,SelectionSort,SERIAL,1,5000,SORTED,6.1331114,1.442316024181698,5
SelectionSortSerial,SelectionSort,SERIAL,1,10000,NEARLY_SORTED,21.6760598,3.672630509805975,5
SelectionSortSerial,SelectionSort,SERIAL,1,10000,RANDOM,20.306146599999998,2.1192337109552835,5
SelectionSortSerial,SelectionSort,SERIAL,1,10000,REVERSED,24.7163312,2.678659307523019,5
SelectionSortSerial,SelectionSort,SERIAL,1,10000,SORTED,20.091458,2.9179512117572326,5
